date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:06	8181/8181	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/otp-1.html	E:/otp/quixlab.com/demo/tradix/dark/otp-1.html	(from )
11:51:10	67/67	---MC-	200	added ('OK')	text/plain	date:Tue,%2013%20Oct%202020%2010:51:08%20GMT	https://quixlab.com/robots.txt		(from )
11:51:11	1181/1181	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/favicon.png	E:/otp/quixlab.com/demo/tradix/dark/images/favicon.png	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:12	3867/3867	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/waves/waves.min.css	E:/otp/quixlab.com/demo/tradix/dark/vendor/waves/waves.min.css	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:15	51135/51135	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/index.html	E:/otp/quixlab.com/demo/tradix/dark/index.html	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:17	2350/2350	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/logo.png	E:/otp/quixlab.com/demo/tradix/dark/images/logo.png	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:17	291445/291445	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/css/style.css	E:/otp/quixlab.com/demo/tradix/dark/css/style.css	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:17	9041/9041	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/signin.html	E:/otp/quixlab.com/demo/tradix/dark/signin.html	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:19	1537/1537	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/js/scripts.js	E:/otp/quixlab.com/demo/tradix/dark/js/scripts.js	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:19	176113/176113	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/js/global.js	E:/otp/quixlab.com/demo/tradix/dark/js/global.js	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:19	1916/1916	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/js/settings.js	E:/otp/quixlab.com/demo/tradix/dark/js/settings.js	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:20	187/187	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/js/quixnav-init.js	E:/otp/quixlab.com/demo/tradix/dark/js/quixnav-init.js	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:21	705/705	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/js/styleSwitcher.js	E:/otp/quixlab.com/demo/tradix/dark/js/styleSwitcher.js	(from https://quixlab.com/demo/tradix/dark/otp-1.html)
11:51:22	4148/4148	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/nice-select/css/nice-select.css	E:/otp/quixlab.com/demo/tradix/dark/vendor/nice-select/css/nice-select.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:24	31028/31028	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/icons/font-awesome/css/font-awesome.min.css	E:/otp/quixlab.com/demo/tradix/dark/icons/font-awesome/css/font-awesome.min.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:24	89730/89730	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/icons/line-awesome/css/line-awesome.min.css	E:/otp/quixlab.com/demo/tradix/dark/icons/line-awesome/css/line-awesome.min.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:26	3787/3787	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/icons/cryptocoins/css/cryptocoins-colors.css	E:/otp/quixlab.com/demo/tradix/dark/icons/cryptocoins/css/cryptocoins-colors.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:26	14040/14040	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/icons/cryptocoins/css/cryptocoins.css	E:/otp/quixlab.com/demo/tradix/dark/icons/cryptocoins/css/cryptocoins.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:28	69159/69159	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/app.png	E:/otp/quixlab.com/demo/tradix/dark/images/app.png	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:29	141765/141765	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/icons/material-design-iconic-font/css/materialdesignicons.min.css	E:/otp/quixlab.com/demo/tradix/dark/icons/material-design-iconic-font/css/materialdesignicons.min.css	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:29	1430/1430	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.theme.default.css	E:/otp/quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.theme.default.css	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:30	3356/3356	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.carousel.min.css	E:/otp/quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.carousel.min.css	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:30	131442/131442	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/background/2.jpg	E:/otp/quixlab.com/demo/tradix/dark/images/background/2.jpg	(from https://quixlab.com/demo/tradix/dark/css/style.css)
11:51:30	42517/42517	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/index2.html	E:/otp/quixlab.com/demo/tradix/dark/index2.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:31	37741/37741	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/price.html	E:/otp/quixlab.com/demo/tradix/dark/price.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:33	17985/17985	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/about.html	E:/otp/quixlab.com/demo/tradix/dark/about.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:33	25184/25184	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/wallet.html	E:/otp/quixlab.com/demo/tradix/dark/wallet.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:33	19670/19670	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/team.html	E:/otp/quixlab.com/demo/tradix/dark/team.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:34	26001/26001	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/blog.html	E:/otp/quixlab.com/demo/tradix/dark/blog.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:35	22057/22057	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/career.html	E:/otp/quixlab.com/demo/tradix/dark/career.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:35	18369/18369	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/contact.html	E:/otp/quixlab.com/demo/tradix/dark/contact.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:36	20769/20769	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/helpdesk.html	E:/otp/quixlab.com/demo/tradix/dark/helpdesk.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:36	23378/23378	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/faq.html	E:/otp/quixlab.com/demo/tradix/dark/faq.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:37	36133/36133	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/dashboard.html	E:/otp/quixlab.com/demo/tradix/dark/dashboard.html	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:39	1568/1568	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/brand/1.webp	E:/otp/quixlab.com/demo/tradix/dark/images/brand/1.webp	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:39	1562/1562	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/brand/2.webp	E:/otp/quixlab.com/demo/tradix/dark/images/brand/2.webp	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:40	1264/1264	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/brand/3.webp	E:/otp/quixlab.com/demo/tradix/dark/images/brand/3.webp	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:40	351069/351069	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/portfolio.png	E:/otp/quixlab.com/demo/tradix/dark/images/portfolio.png	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:41	1282/1282	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/brand/4.webp	E:/otp/quixlab.com/demo/tradix/dark/images/brand/4.webp	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:41	1070/1070	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/brand/5.webp	E:/otp/quixlab.com/demo/tradix/dark/images/brand/5.webp	(from https://quixlab.com/demo/tradix/dark/index.html)
11:51:42	50951/50951	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/testimonial/1.jpg	E:/otp/quixlab.com/demo/tradix/dark/images/testimonial/1.jpg	(from https://quixlab.com/demo/tradix/dark/index.html)
