date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:54	51135/51135	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/index.html	E:/trade4/quixlab.com/demo/tradix/dark/index.html	(from )
10:32:57	67/67	---MC-	200	added ('OK')	text/plain	date:Tue,%2013%20Oct%202020%2009:32:55%20GMT	https://quixlab.com/robots.txt		(from )
10:32:58	1181/1181	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/favicon.png	E:/trade4/quixlab.com/demo/tradix/dark/images/favicon.png	(from https://quixlab.com/demo/tradix/dark/index.html)
10:32:59	4148/4148	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/nice-select/css/nice-select.css	E:/trade4/quixlab.com/demo/tradix/dark/vendor/nice-select/css/nice-select.css	(from https://quixlab.com/demo/tradix/dark/index.html)
10:32:59	1430/1430	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.theme.default.css	E:/trade4/quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.theme.default.css	(from https://quixlab.com/demo/tradix/dark/index.html)
10:33:00	3356/3356	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.carousel.min.css	E:/trade4/quixlab.com/demo/tradix/dark/vendor/owl-carousel/css/owl.carousel.min.css	(from https://quixlab.com/demo/tradix/dark/index.html)
10:33:02	2350/2350	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/images/logo.png	E:/trade4/quixlab.com/demo/tradix/dark/images/logo.png	(from https://quixlab.com/demo/tradix/dark/index.html)
10:33:04	42517/42517	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/index2.html	E:/trade4/quixlab.com/demo/tradix/dark/index2.html	(from https://quixlab.com/demo/tradix/dark/index.html)
10:33:04	291445/291445	---M--	200	added ('OK')	text/css	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/css/style.css	E:/trade4/quixlab.com/demo/tradix/dark/css/style.css	(from https://quixlab.com/demo/tradix/dark/index.html)
10:33:05	37741/37741	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202020%2011:48:34%20GMT	https://quixlab.com/demo/tradix/dark/price.html	E:/trade4/quixlab.com/demo/tradix/dark/price.html	(from https://quixlab.com/demo/tradix/dark/index.html)
